task_id,user_id,descricao,status,prioridade,data_criacao,data_limite,complexidade
107456,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 8-9,Concluída,Baixa,2025-01-31,2025-01-31,Básica
107457,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 1-1,Concluída,Baixa,2025-01-31,2025-01-31,Básica
107458,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 210-222),Concluída,Baixa,2025-02-01,2025-02-01,Básica
107459,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 8-10,Concluída,Baixa,2025-02-01,2025-02-01,Básica
107460,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Pendente,Baixa,2025-02-01,2025-02-01,Básica
107461,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-01,2025-02-01,Básica
107462,7,Implementar exemplo prático inspirado em Python Data Science Handbook (J. VanderPlas),Concluída,Média,2025-02-01,2025-02-02,Média
107463,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 2,Concluída,Baixa,2025-02-02,2025-02-02,Básica
107464,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 7-9,Concluída,Baixa,2025-02-02,2025-02-02,Básica
107465,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Pendente,Baixa,2025-02-02,2025-02-02,Básica
107466,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-02,2025-02-02,Básica
107467,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 12,Concluída,Baixa,2025-02-02,2025-02-02,Básica
107468,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 11,Concluída,Baixa,2025-02-03,2025-02-03,Básica
107469,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 9,Concluída,Baixa,2025-02-03,2025-02-03,Básica
107470,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Pendente,Baixa,2025-02-03,2025-02-03,Básica
107471,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-03,2025-02-03,Básica
107472,7,Relatório semanal: síntese de Python Data Science Handbook (J. VanderPlas),Concluída,Média,2025-02-03,2025-02-03,Média
107473,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-04,2025-02-04,Básica
107474,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 7-9,Concluída,Baixa,2025-02-04,2025-02-04,Básica
107475,7, Ler Python Data Science Handbook (J. VanderPlas) - capítulo 6   ,Pendente,Baixa,2025-02-04,2025-02-04,Básica
107476,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-04,2025-02-04,Básica
107477,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 11,Concluída,,2025-02-04,2025-02-04,Básica
107478,7,Resolver lista de exercícios de Python Data Science Handbook (J. VanderPlas),Concluída,Média,2025-02-04,2025-02-06,Média
107479,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 236-247),Concluída,Baixa,2025-02-05,2025-02-05,Básica
107480,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 216-230),Concluída,Baixa,2025-02-05,2025-02-05,Básica
107481,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-05,2025-02-05,Básica
107482,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 219-226),Concluída,Baixa,2025-02-05,2025-02-05,Básica
107483,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 5-6,Concluída,Baixa,2025-02-05,2025-02-05,Básica
107484,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Adiada,Baixa,2025-02-06,2025-02-06,Básica
107485,7, Resumo de Python Data Science Handbook (J. VanderPlas) - seções 10-12   ,Pendente,Baixa,2025-02-06,2025-02-06,Básica
107486,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 14-21),Concluída,Baixa,2025-02-06,2025-02-06,Básica
107487,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Adiada,Baixa,2025-02-06,2025-02-06,Básica
107488,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 133-142),Concluída,Baixa,2025-02-07,2025-02-07,Básica
107489,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 115-129),Concluída,Baixa,2025-02-07,2025-02-07,Básica
107490,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 8,Concluída,Baixa,2025-02-07,2025-02-07,Básica
107491,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 11-12,Concluída,Baixa,2025-02-07,2025-02-07,Básica
107492,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 6,Concluída,Baixa,2025-02-08,2025-02-08,Básica
107493,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 12,Concluída,Baixa,2025-02-08,2025-02-08,Básica
107494,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 12,Concluída,Baixa,2025-02-08,2025-02-08,Básica
107495,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 6,Concluída,Baixa,2025-02-08,2025-02-08,Básica
107496,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Pendente,,2025-02-08,2025-02-08,Básica
107497,7,Apresentação de 5 slides sobre Python Data Science Handbook (J. VanderPlas),Concluída,Média,2025-02-08,2025-02-10,Média
107498,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-09,2025-02-09,Básica
107499,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 6,Concluída,Baixa,2025-02-09,2025-02-09,Básica
107500,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-09,2025-02-09,Básica
107501,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 8,Adiada,Baixa,2025-02-09,2025-02-09,Básica
107502,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 3,Concluída,Baixa,2025-02-09,2025-02-09,Básica
107503,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 11-11,Concluída,Baixa,2025-02-10,10/02/2025,Básica
107504,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-10,2025-02-10,Básica
107505,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-10,2025-02-10,Básica
107506,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 56-66),Concluída,Baixa,2025-02-10,2025-02-10,Básica
107507,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-10,2025-02-10,Básica
107508,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 2,Concluída,Baixa,2025-02-11,2025-02-11,Básica
107509,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-11,2025-02-11,Básica
107510,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 5-5,Adiada,Baixa,2025-02-11,2025-02-11,Básica
107511,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 2,Pendente,Baixa,2025-02-11,2025-02-11,Básica
107512,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-11,2025-02-11,Básica
107513,7,Resolver lista de exercícios de Python Data Science Handbook (J. VanderPlas),Pendente,Média,2025-02-11,2025-02-11,Média
107514,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 5,Concluída,Baixa,2025-02-12,2025-02-12,Básica
107515,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-12,2025-02-12,Básica
107516,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-12,2025-02-12,Básica
107517,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 1-3,Concluída,Baixa,2025-02-12,2025-02-12,Básica
107518,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-13,2025-02-13,Básica
107519,7, Resumo de Python Data Science Handbook (J. VanderPlas) - seções 7-7   ,Concluída,Baixa,2025-02-13,2025-02-13,Básica
107520,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-13,2025-02-13,Básica
107521,7, Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas)   ,Concluída,Baixa,2025-02-13,2025-02-13,Básica
107522,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-13,2025-02-13,Básica
107523,7,APLICAR EXEMPLO DE CÓDIGO DE PYTHON DATA SCIENCE HANDBOOK (J. VANDERPLAS),Concluída,Baixa,2025-02-14,2025-02-14,Básica
107524,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 210-223) 🤖,Concluída,Baixa,2025-02-14,2025-02-14,Básica
107525,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-14,2025-02-14,Básica
107526,7,Ler Python Data Science Handbook (J. VanderPlas) - capítulo 8,Concluída,Baixa,2025-02-14,2025-02-14,Básica
107527,7,Apresentação de 5 slides sobre Python Data Science Handbook (J. VanderPlas),Concluída,Média,2025-02-14,2025-02-14,Média
107528,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-15,2025-02-15,Básica
107529,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 77-88),Concluída,Baixa,2025-02-15,2025-02-15,Básica
107530,7,Resumo de Python Data Science Handbook (J. VanderPlas) - seções 5-5,Pendente,Baixa,2025-02-15,2025-02-15,Básica
107531,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 2,Concluída,Baixa,2025-02-15,2025-02-15,Básica
107532,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 6,Concluída,Baixa,2025-02-15,2025-02-15,Básica
107533,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Concluída,Baixa,2025-02-16,2025-02-16,Básica
107534,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 2,Concluída,Baixa,2025-02-16,2025-02-16,Básica
107535,7,Flashcards de Python Data Science Handbook (J. VanderPlas) - termos do capítulo 6,Concluída,Baixa,2025-02-16,2025-02-16,Básica
107536,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Concluída,hight,2025-02-16,2025-02-16,Básica
107537,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 52-58),Concluída,,2025-02-17,2025-02-17,Básica
107538,7,Revisar anotações sobre Python Data Science Handbook (J. VanderPlas),Adiada,Baixa,2025-02-17,2025-02-17,Básica
107539,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Pendente,Baixa,2025-02-17,17/02/2025,Básica
107540,7,Exercícios práticos de Python Data Science Handbook (J. VanderPlas) (pág. 15-20),Concluída,Baixa,2025-02-17,2025-02-17,Básica
107541,7,Aplicar exemplo de código de Python Data Science Handbook (J. VanderPlas),Pendente,Baixa,2025-02-17,2025-02-17,Básica
107542,7,Resumo de Introduction to Statistical Learning (G. James) - seções 8-9,Concluída,Baixa,2025-02-18,2025-02-18,Básica
107543,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 10,Concluída,Baixa,2025-02-18,2025-02-18,Básica
107544,7,Resumo de Introduction to Statistical Learning (G. James) - seções 9-10,Concluída,Baixa,2025-02-18,2025-02-18,Básica
107545,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Pendente,Baixa,2025-02-18,2025-02-18,Básica
107546,7,Ler Introduction to Statistical Learning (G. James) - capítulo 9,Concluída,Baixa,2025-02-18,2025-02-18,Básica
107547,7,Resolver lista de exercícios de Introduction to Statistical Learning (G. James),Concluída,Média,2025-02-18,2025-02-19,Média
107548,7,Ler Introduction to Statistical Learning (G. James) - capítulo 8,Concluída,Baixa,2025-02-19,2025-02-19,Básica
107549,7,Resumo de Introduction to Statistical Learning (G. James) - seções 11-13,Concluída,Baixa,2025-02-19,2025-02-19,Básica
107550,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-19,2025-02-19,Básica
107551,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-02-19,2025-02-19,Básica
107552,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 220-230),Concluída,Baixa,2025-02-20,2025-02-20,Básica
107553,7,Ler Introduction to Statistical Learning (G. James) - capítulo 4,Concluída,Baixa,2025-02-20,2025-02-20,Básica
107554,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-02-20,2025-02-20,Básica
107555,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 113-120),Adiada,Baixa,2025-02-20,2025-02-20,Básica
107556,7,Resolver lista de exercícios de Introduction to Statistical Learning (G. James),Pendente,Média,2025-02-20,2025-02-22,Média
107557,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 10,Adiada,Baixa,2025-02-21,2025-02-21,Básica
107558,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 7,Pendente,Baixa,2025-02-21,2025-02-21,Básica
107559,7,Resumo de Introduction to Statistical Learning (G. James) - seções 7-9,Concluída,Baixa,2025-02-21,2025-02-21,Básica
107560,7,Resumo de Introduction to Statistical Learning (G. James) - seções 1-1 🤖,Concluída,Baixa,2025-02-21,2025-02-21,Básica
107561,7,Resolver lista de exercícios de Introduction to Statistical Learning (G. James),Concluída,Média,2025-02-21,2025-02-23,Média
107562,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 172-180),Concluída,Baixa,2025-02-22,2025-02-22,Básica
107563,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 249-254),Concluída,Baixa,2025-02-22,2025-02-22,Básica
107564,7,Resumo de Introduction to Statistical Learning (G. James) - seções 2-3,Pendente,Baixa,2025-02-22,2025-02-22,Básica
107565,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 11,Concluída,Baixa,2025-02-22,2025-02-22,Básica
107566,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Pendente,Baixa,2025-02-23,2025-02-23,Básica
107567,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 8,Concluída,Baixa,2025-02-23,2025-02-23,Básica
107568,7,Ler Introduction to Statistical Learning (G. James) - capítulo 1,Concluída,Baixa,2025-02-23,2025-02-23,Básica
107569,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 98-110),Concluída,Baixa,2025-02-23,2025-02-23,Básica
107570,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 12,Concluída,Baixa,2025-02-23,2025-02-23,Básica
107571,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-24,2025-02-24,Básica
107572,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 9,Concluída,Baixa,2025-02-24,2025-02-24,Básica
107573,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 32-44),Concluída,Baixa,2025-02-24,2025-02-24,Básica
107574,7,Ler Introduction to Statistical Learning (G. James) - capítulo 9,Concluída,Baixa,2025-02-24,2025-02-24,Básica
107575,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 159-165),Concluída,Baixa,2025-02-25,2025-02-25,Básica
107576,7,Resumo de Introduction to Statistical Learning (G. James) - seções 5-5,Concluída,Baixa,2025-02-25,2025-02-25,Básica
107577,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 1,Concluída,Baixa,2025-02-25,2025-02-25,Básica
107578,7,Ler Introduction to Statistical Learning (G. James) - capítulo 1,Pendente,Baixa,2025-02-25,2025-02-25,Básica
107579,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-25,,Básica
107580,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 22-32),Concluída,Baixa,2025-02-26,2025-02-26,Básica
107581,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 6,Concluída,Baixa,2025-02-26,2025-02-26,Básica
107582,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-26,2025-02-26,Básica
107583,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-26,2025-02-26,Básica
107584,7,,Pendente,Baixa,2025-02-26,2025-02-26,Básica
107585,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 120-134),Concluída,Baixa,2025-02-27,2025-02-27,Básica
107586,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-02-27,2025-02-27,Básica
107587,7,Ler Introduction to Statistical Learning (G. James) - capítulo 1,Pendente,Baixa,2025-02-27,2025-02-27,Básica
107588,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 10,Concluída,Baixa,2025-02-27,2025-02-27,Básica
107589,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 5,Pendente,Baixa,2025-02-27,2025-02-27,Básica
107590,7,Resumo de Introduction to Statistical Learning (G. James) - seções 7-7,Concluída,Baixa,2025-02-28,28/02/2025,Básica
107591,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 2,Concluída,Baixa,2025-02-28,2025-02-28,Básica
107592,7,Resumo de Introduction to Statistical Learning (G. James) - seções 5-6,Concluída,,2025-02-28,2025-02-28,Básica
107593,7,Ler Introduction to Statistical Learning (G. James) - capítulo 12,Concluída,Baixa,2025-02-28,2025-02-28,Básica
107594,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-01,2025-03-01,Básica
107595,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 17-28),Concluída,Baixa,2025-03-01,2025-03-01,Básica
107596,7,Resumo de Introduction to Statistical Learning (G. James) - seções 2-3,Concluída,Baixa,2025-03-01,2025-03-01,Básica
107597,7,Resumo de Introduction to Statistical Learning (G. James) - seções 9-10,Concluída,Baixa,2025-03-01,2025-03-01,Básica
107598,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 4,Concluída,Baixa,2025-03-02,2025-03-02,Básica
107599,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 29-34),Concluída,Baixa,2025-03-02,2025-03-02,Básica
107600,7,Ler Introduction to Statistical Learning (G. James) - capítulo 8,Concluída,Baixa,2025-03-02,2025-03-02,Básica
107601,7,Resumo de Introduction to Statistical Learning (G. James) - seções 10-11,Concluída,Baixa,2025-03-02,2025-03-02,Básica
107602,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 3,Concluída,Baixa,2025-03-03,2025-03-03,Básica
107603,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 4,Concluída,Baixa,2025-03-03,2025-03-03,Básica
107604,7,Resumo de Introduction to Statistical Learning (G. James) - seções 11-13,Concluída,Baixa,2025-03-03,2025-03-03,Básica
107605,7,Resumo de Introduction to Statistical Learning (G. James) - seções 5-7,Pendente,Baixa,2025-03-03,2025-03-03,Básica
107606,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 6,Concluída,Baixa,2025-03-03,2025-03-03,Básica
107607,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-04,2025-03-04,Básica
107608,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-03-04,2025-03-04,Básica
107609,7,Ler Introduction to Statistical Learning (G. James) - capítulo 11,Concluída,Baixa,2025-03-04,2025-03-04,Básica
107610,7,Resumo de Introduction to Statistical Learning (G. James) - seções 9-10,Concluída,Baixa,2025-03-04,2025-03-04,Básica
107611,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-03-04,2025-03-04,Básica
107612,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-05,2025-03-05,Básica
107613,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-05,2025-03-05,Básica
107614,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-05,2025-03-05,Básica
107615,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 96-105),Adiada,Baixa,2025-03-05,2025-03-05,Básica
107616,7,Implementar exemplo prático inspirado em Introduction to Statistical Learning (G. James),Concluída,Média,2025-03-05,2025-03-05,Média
107617,7,Resumo de Introduction to Statistical Learning (G. James) - seções 10-12,Concluída,Baixa,2025-03-06,2025-03-06,Básica
107618,7,Resumo de Introduction to Statistical Learning (G. James) - seções 8-9,Concluída,Baixa,2025-03-06,2025-03-06,Básica
107619,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 5,Concluída,Baixa,2025-03-06,2025-03-06,Básica
107620,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-06,2025-03-06,Básica
107621,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-03-07,2025-03-07,Básica
107622,7,Ler Introduction to Statistical Learning (G. James) - capítulo 12,Concluída,Baixa,2025-03-07,2025-03-07,Básica
107623,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-07,2025-03-07,Básica
107624,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-07,2025-03-07,Básica
107625,7,Implementar exemplo prático inspirado em Introduction to Statistical Learning (G. James),Concluída,Média,2025-03-07,2025-03-09,Média
107626,7,Ler Introduction to Statistical Learning (G. James) - capítulo 1,Concluída,Baixa,2025-03-08,2025-03-08,Básica
107627,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-08,2025-03-08,Básica
107628,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 10,Concluída,Baixa,2025-03-08,2025-03-08,Básica
107629,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 47-62),Concluída,Baixa,2025-03-08,2025-03-08,Básica
107630,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 9,Concluída,Baixa,2025-03-08,2025-03-08,Básica
107631,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 12,Adiada,Baixa,2025-03-09,2025-03-09,Básica
107632,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 207-217),Concluída,Baixa,2025-03-09,2025-03-09,Básica
107633,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-09,2025-03-09,Básica
107634,7,Resumo de Introduction to Statistical Learning (G. James) - seções 3-3,Concluída,Baixa,2025-03-09,2025-03-09,Básica
107635,7,Apresentação de 5 slides sobre Introduction to Statistical Learning (G. James),Concluída,Média,2025-03-09,2025-03-11,Média
107636,7,Projeto mensal: estudo de caso baseado em Introduction to Statistical Learning (G. James),Concluída,Alta,09/03/2025,2025-03-12,Difícil
107637,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-10,2025-03-10,Básica
107638,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-10,2025-03-10,Básica
107639,7,Revisar anotações sobre Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-10,2025-03-10,Básica
107640,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-10,2025-03-10,Básica
107641,7,Resumo de Introduction to Statistical Learning (G. James) - seções 9-10,Concluída,Baixa,2025-03-10,2025-03-10,Básica
107642,7,Aplicar exemplo de código de Introduction to Statistical Learning (G. James),Concluída,Baixa,2025-03-11,2025-03-11,Básica
107643,7,Ler Introduction to Statistical Learning (G. James) - capítulo 6,Concluída,Baixa,2025-03-11,2025-03-11,Básica
107644,7, Aplicar exemplo de código de Introduction to Statistical Learning (G. James)   ,Concluída,Baixa,2025-03-11,2025-03-11,Básica
107645,7,Ler Introduction to Statistical Learning (G. James) - capítulo 2,Concluída,Baixa,2025-03-11,2025-03-11,Básica
107646,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 9,Concluída,Baixa,2025-03-11,2025-03-11,Básica
107647,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 10,Concluída,Baixa,2025-03-12,12/03/2025,Básica
107648,7,Ler Introduction to Statistical Learning (G. James) - capítulo 8,Pendente,Baixa,2025-03-12,2025-03-12,Básica
107649,7,Ler Introduction to Statistical Learning (G. James) - capítulo 12,Concluída,Baixa,2025-03-12,2025-03-12,Básica
107650,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 3,Concluída,Baixa,2025-03-12,2025-03-12,Básica
107651,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 100-107),Concluída,Baixa,2025-03-12,2025-03-12,Básica
107652,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 7-20),Concluída,Baixa,2025-03-13,2025-03-13,Básica
107653,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 4,Concluída,Baixa,2025-03-13,2025-03-13,Básica
107654,7,Exercícios práticos de Introduction to Statistical Learning (G. James) (pág. 24-36),Concluída,Baixa,2025-03-13,2025-03-13,Básica
107655,7,Flashcards de Introduction to Statistical Learning (G. James) - termos do capítulo 2,Concluída,Baixa,2025-03-13,2025-03-13,Básica
107656,7,Resolver lista de exercícios de Introduction to Statistical Learning (G. James),Concluída,Média,2025-03-13,2025-03-13,Média
107657,7,Exercícios práticos de Pattern Recognition and ML (C. Bishop) (pág. 11-26),Adiada,Baixa,2025-03-14,2025-03-14,Básica
107658,7,Exercícios práticos de Pattern Recognition and ML (C. Bishop) (pág. 222-228),Concluída,Baixa,2025-03-14,2025-03-14,Básica
107659,7,Aplicar exemplo de código de Pattern Recognition and ML (C. Bishop),Concluída,Baixa,2025-03-14,2025-03-14,Básica
107660,7,Aplicar exemplo de código de Pattern Recognition and ML (C. Bishop),Concluída,Baixa,2025-03-14,2025-03-14,Básica
107661,7,Resolver lista de exercícios de Pattern Recognition and ML (C. Bishop),Concluída,Média,2025-03-14,2025-03-14,Média
107662,7,Projeto mensal: estudo de caso baseado em Pattern Recognition and ML (C. Bishop),Concluída,Alta,2025-03-14,2025-03-16,Difícil
107663,7,Exercícios práticos de Pattern Recognition and ML (C. Bishop) (pág. 10-18),Concluída,Baixa,2025-03-15,,Básica
107664,7,Ler Pattern Recognition and ML (C. Bishop) - capítulo 5,Pendente,Baixa,2025-03-15,2025-03-15,Básica
107665,7,Exercícios práticos de Pattern Recognition and ML (C. Bishop) (pág. 191-201),Concluída,Baixa,2025-03-15,2025-03-15,Básica
107666,7,Flashcards de Pattern Recognition and ML (C. Bishop) - termos do capítulo 1,Concluída,Baixa,2025-03-15,2025-03-15,Básica
107667,7,Resumo de Pattern Recognition and ML (C. Bishop) - seções 2-3,Concluída,Baixa,2025-03-16,2025-03-16,Básica
107668,7,,Concluída,Baixa,2025-03-16,2025-03-16,Básica
107669,7,Revisar anotações sobre Pattern Recognition and ML (C. Bishop),Concluída,Baixa,2025-03-16,2025-03-16,Básica
107670,7,Aplicar exemplo de código de Pattern Recognition and ML (C. Bishop),Concluída,Baixa,2025-03-16,2025-03-16,Básica
107671,7,Aplicar exemplo de código de Pattern Recognition and ML (C. Bishop),Concluída,Baixa,2025-03-17,2025-03-17,Básica
